url,comment,language,label
https://github.com/bugsnag/bugsnag-js/blob/ce7bdb29282eac0462f61de65314b4d031117dd3/.github/workflows/codeql.yml#L37,# TODO: Removed all native code scanning for now (cpp & java),YAML,SATD
https://github.com/bugsnag/bugsnag-js/blob/7179febf4e286186a70025aa091119c06d7f7356/.github/workflows/codeql.yml#L37,# TODO: Removed all native code scanning for now (cpp & java),YAML,SATD
https://github.com/comic/grand-challenge.org/blob/9f88a1d1b3612493e6e769aa288a57126aeb226e/app/config/settings.py#L1471,TODO fix inline styles,Python,SATD
https://github.com/comic/grand-challenge.org/blob/dba3e33e19fcd4b67ac1f26b7b58db88f0d6662b/app/grandchallenge/components/tasks.py#L17,noqa: I251 TODO needs to be refactored,Python,SATD
https://github.com/comic/grand-challenge.org/blob/dba3e33e19fcd4b67ac1f26b7b58db88f0d6662b/app/grandchallenge/components/tasks.py#L624,TODO Methods are currently allowed to be duplicated,Python,SATD
https://github.com/comic/grand-challenge.org/blob/dba3e33e19fcd4b67ac1f26b7b58db88f0d6662b/app/grandchallenge/components/tasks.py#L826,"TODO matching on this error message is used, perhaps it should be cancelled instead, see #4119",Python,SATD
https://github.com/comic/grand-challenge.org/blob/354b75be226080e1565c733a9a6787d31e885dc6/app/config/settings.py#L1475,TODO fix inline styles,Python,SATD
https://github.com/comic/grand-challenge.org/blob/797f0379822fc81b2e88d7ea328e6f9dcf4ac919/app/grandchallenge/reader_studies/models.py#L1882,TODO do this for all UUID models,Python,SATD
https://github.com/comic/grand-challenge.org/blob/797f0379822fc81b2e88d7ea328e6f9dcf4ac919/app/grandchallenge/reader_studies/models.py#L1918,TODO this should be a model clean method,Python,SATD
https://github.com/comic/grand-challenge.org/blob/defa0c5b2a91520e8554ab604d1b515f4d8a987d/app/grandchallenge/components/tasks.py#L17,noqa: I251 TODO needs to be refactored,Python,SATD
https://github.com/comic/grand-challenge.org/blob/defa0c5b2a91520e8554ab604d1b515f4d8a987d/app/grandchallenge/components/tasks.py#L624,TODO Methods are currently allowed to be duplicated,Python,SATD
https://github.com/comic/grand-challenge.org/blob/defa0c5b2a91520e8554ab604d1b515f4d8a987d/app/grandchallenge/components/tasks.py#L850,"TODO matching on this error message is used, perhaps it should be cancelled instead, see #4119",Python,SATD
https://github.com/comic/grand-challenge.org/blob/1aa7cdcd1e590cb6061a65489bc8a0f64b16e823/app/grandchallenge/reader_studies/views.py#L372-L373,"TODO: this view also contains the ground truth answer values.
 If the permission is changed to 'read', we need to filter these values out.",Python,SATD
https://github.com/comic/grand-challenge.org/blob/1aa7cdcd1e590cb6061a65489bc8a0f64b16e823/app/grandchallenge/reader_studies/views.py#L698,TODO this should be set in the form,Python,SATD
https://github.com/comic/grand-challenge.org/blob/345eaa77986bd7c23f1e28cd012deba8060afe73/app/grandchallenge/components/tasks.py#L17,noqa: I251 TODO needs to be refactored,Python,SATD
https://github.com/comic/grand-challenge.org/blob/345eaa77986bd7c23f1e28cd012deba8060afe73/app/grandchallenge/components/tasks.py#L625,TODO Methods are currently allowed to be duplicated,Python,SATD
https://github.com/comic/grand-challenge.org/blob/345eaa77986bd7c23f1e28cd012deba8060afe73/app/grandchallenge/components/tasks.py#L814,"TODO matching on this error message is used, perhaps it should be cancelled instead, see #4119",Python,SATD
https://github.com/comic/grand-challenge.org/blob/ec4660b0a71c7d003769b697899d37785afebdd5/app/tests/uploads_tests/js/file_preprocessors.test.js#L232,Check inconsistency with a different original UID,JavaScript,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/app/grandchallenge/reader_studies/models.py#L1882,TODO do this for all UUID models,Python,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/app/grandchallenge/reader_studies/models.py#L1918,TODO this should be a model clean method,Python,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/app/tests/algorithms_tests/test_api.py#L262,"TODO test this for existing files, this is not implemented yet",Python,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/app/tests/components_tests/test_partial_templates.py#L80,Broken / fallback,Python,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/app/tests/components_tests/test_partial_templates.py#L118,Intentionally broken,Python,SATD
https://github.com/comic/grand-challenge.org/blob/7ef763aee4b2eabb0e090290036c2a6bfb5f371f/scripts/component_interface_value_fixtures.py#L192,Broken: has no image,Python,SATD
https://github.com/comic/grand-challenge.org/blob/a77f6b3247b9fb22d04e0d7951c507710c21f627/app/grandchallenge/reader_studies/models.py#L1882,TODO do this for all UUID models,Python,SATD
https://github.com/comic/grand-challenge.org/blob/a77f6b3247b9fb22d04e0d7951c507710c21f627/app/grandchallenge/reader_studies/models.py#L1918,TODO this should be a model clean method,Python,SATD
https://github.com/comic/grand-challenge.org/blob/34d95ef3088ede357774814327d1796e8d0bf3c9/app/config/settings.py#L1490,TODO fix inline styles,Python,SATD
https://github.com/comic/grand-challenge.org/blob/34d95ef3088ede357774814327d1796e8d0bf3c9/pyproject.toml#L114,"# TODO: Enable this, would otherwise be a big change",Unknown,SATD
https://github.com/comic/grand-challenge.org/blob/6537ced2d2028e73f4627b113416c4f072ac350d/app/grandchallenge/reader_studies/models.py#L1882,TODO do this for all UUID models,Python,SATD
https://github.com/comic/grand-challenge.org/blob/6537ced2d2028e73f4627b113416c4f072ac350d/app/grandchallenge/reader_studies/models.py#L1918,TODO this should be a model clean method,Python,SATD
https://github.com/comic/grand-challenge.org/blob/df1ad796e5dc876a7c9c3bebf601014dfdb6c53a/app/config/settings.py#L1490,TODO fix inline styles,Python,SATD
https://github.com/comic/grand-challenge.org/blob/df1ad796e5dc876a7c9c3bebf601014dfdb6c53a/app/grandchallenge/reader_studies/views.py#L371-L372,"TODO: this view also contains the ground truth answer values.
 If the permission is changed to 'read', we need to filter these values out.",Python,SATD
https://github.com/comic/grand-challenge.org/blob/df1ad796e5dc876a7c9c3bebf601014dfdb6c53a/app/grandchallenge/reader_studies/views.py#L697,TODO this should be set in the form,Python,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/components/listView.js#L29,TODO check item for visibility,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/components/listView.js#L169,TODO: implement in descendants,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/components/listView.js#L200,TODO: implement,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/rightPanel/annotationList/annotationListView.js#L168-L177,"TODO: uncomment after changing in left panel
 const annotation = list.getItem(id);
 const fc = adapter.annotationToFeatureCollections(annotation);
 if (fc) {
 	this._tk.addFeatureCollections(
 		fc,
 		true,
 		this._openSeadragonViewer.world.getItemAt(0)
 	);
 }",JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/rightPanel/annotationList/annotationListView.js#L186,TODO: implement,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/rightPanel/featuresList/featuresListView.js#L120,TODO: implement,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2cb0bc5cfd95a84ae6c052aa423acc10d8e1ebe7/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/rightPanel/featuresList/featuresListView.js#L241-L247,"// TODO: add item to LayerUI
 let fc = new FeatureCollectionUI(grp, {
 	iconFactory: this.iconFactory
 });
 this.element.querySelector("".annotation-ui-feature-collections"").appendChild(fc.element);
 this._dragAndDrop.refresh();
 fc.element.dispatchEvent(new Event(""element-added""));",JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/697593fb3d03556225c458a2594c2876c1e08a16/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L243,TODO: hide toolbar at David's request,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/697593fb3d03556225c458a2594c2876c1e08a16/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L336,TODO: improve,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/697593fb3d03556225c458a2594c2876c1e08a16/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L522,TODO: implement,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/697593fb3d03556225c458a2594c2876c1e08a16/sources/views/subviews/gallery/windows/imageWindowPaperJS/index.js#L11,TODO: add rotation control,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/697593fb3d03556225c458a2594c2876c1e08a16/sources/views/subviews/gallery/windows/imageWindowPaperJS/index.js#L365,TODO: avoid this,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/ad6842346b762ff608affc4738a5a6810e7d107d/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L243,TODO: hide toolbar at David's request,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/ad6842346b762ff608affc4738a5a6810e7d107d/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L336,TODO: improve,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/ad6842346b762ff608affc4738a5a6810e7d107d/sources/views/subviews/gallery/windows/imageWindowPaperJS/components/toolbarView.js#L536,TODO: implement,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/ad6842346b762ff608affc4738a5a6810e7d107d/sources/views/subviews/gallery/windows/imageWindowPaperJS/index.js#L11,TODO: add rotation control,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/ad6842346b762ff608affc4738a5a6810e7d107d/sources/views/subviews/gallery/windows/imageWindowPaperJS/index.js#L357,TODO: avoid this,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/37c38416909efb0e784981d2324b3a8bb5572896/rcm/src/components/webix/header/userPanel.js#L23,TODO: login,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/37c38416909efb0e784981d2324b3a8bb5572896/rcm/src/components/webix/image/image.js#L1,TODO: rewrite module to react,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/37c38416909efb0e784981d2324b3a8bb5572896/rcm/src/components/webix/image/osdViewer.js#L11,TODO: describe default options,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/37c38416909efb0e784981d2324b3a8bb5572896/rcm/src/services/ajaxActions.js#L50,TODO: change to argon2,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2a6231875dd953b094438d4734d187d8350c56fa/rcm/src/components/webix/image/image.js#L1,TODO: rewrite module to react,JavaScript,SATD
https://github.com/dgutman/webix_image_organizer/blob/2a6231875dd953b094438d4734d187d8350c56fa/rcm/src/components/webix/image/image.js#L206-L207,"TODO: Connect this to the actual table update
 This is where we'd update the table with new ROI coordinates",JavaScript,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L137,TODO look for the right exception mapped to MQTT invalid client id error code,Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L143,TODO SEE EXTERNAL FOR THE LOCK,Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L236,TODO improve it to check for null,Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L331-L332,"TODO check if it's still valid with Artemis
 activeMQ-MQ will map SecurityException into a CONNECTION_REFUSED_NOT_AUTHORIZED message (see javadoc on top of this method)",Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L335-L336,"KapuaAuthenticationErrorCodes.AUTHENTICATION_ERROR - ILLEGAL_ACCESS etc
TODO throw other exception?",Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/ServerContext.java#L37,TODO provide client pluggability once the rest one will be implemented (now just the AMQP client is available),Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/context/SecurityContext.java#L48-L52,"*
 * TODO move this under DI. Ask for a way to do so in Artemis (is still Artemis managed by Spring as ActiveMQ 5?)
 * So the singleton can be managed by the DI.
 * <B>NOTE! This class should be a singleton but this is in charge of the caller.</B>",Java,SATD
https://github.com/eclipse/kapua/blob/df75aacf0e1092bf3ed824b5e8efac6a94fa4e71/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/context/SecurityContext.java#L316-L317,"TODO make this check based on instanceof
something like Class.forName(exceptionClass).. just are we sure we have the exceptionClass implementation available at runtime?",Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L137,TODO look for the right exception mapped to MQTT invalid client id error code,Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L143,TODO SEE EXTERNAL FOR THE LOCK,Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L233,TODO improve it to check for null,Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L328-L329,"TODO check if it's still valid with Artemis
 activeMQ-MQ will map SecurityException into a CONNECTION_REFUSED_NOT_AUTHORIZED message (see javadoc on top of this method)",Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/SecurityPlugin.java#L332-L333,"KapuaAuthenticationErrorCodes.AUTHENTICATION_ERROR - ILLEGAL_ACCESS etc
TODO throw other exception?",Java,SATD
https://github.com/eclipse/kapua/blob/34d7b25225f883b1c92c8f8f02a2dc98c6da5687/broker/artemis/plugin/src/main/java/org/eclipse/kapua/broker/artemis/plugin/security/ServerContext.java#L37,TODO provide client pluggability once the rest one will be implemented (now just the AMQP client is available),Java,SATD
https://github.com/geonetwork/geonetwork-microservices/blob/2a27beb1428f527350c625c4fad8ee8d0c481d28/modules/library/common-persistence/src/main/java/org/fao/geonet/persistence/PersistenceConfig.java#L50-L51,"TODO: Would be good to only load a subset of the model
  depending on service needs",Java,SATD
https://github.com/geoserver/geoserver-cloud/blob/11e8338ac03527ccf1b9faf103b91c38fa676c81/src/extensions/ogcapi/features/src/main/java/org/geoserver/jackson/databind/ogcapi/features/OgcApiFeaturesConformancesModule.java#L22-L31,"*
 * Jackson module for serializing and deserializing OGC API Features Conformance classes.
 * <p>
 * This module is registered through the SPI mechanism via META-INF/services/com.fasterxml.jackson.databind.Module
 * to ensure it's picked up by the {@code PgconfigObjectMapper} utility class.
 * <p>
 * NOTE: This module particularly addresses a bug in {@link CQL2Conformance#isAdvanced()} which can throw
 * {@code NullPointerException} when the 'advanced' field is null. This workaround should be removed once
 * the issue is fixed in the upstream GeoServer codebase.",Java,SATD
https://github.com/gnosis/safe-transaction-service/blob/b163627d580f6f4b61422dc9a3e5aa5b36662e9f/safe_transaction_service/history/models.py#L1529,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/8b1c45a5a8d351f77a5bdf229362198bee716586/config/settings/base.py#L584,Fix some issues regarding zkSync compatible networks,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/8b1c45a5a8d351f77a5bdf229362198bee716586/safe_transaction_service/history/models.py#L1536,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/b89b69544f9aa5c647887097a9e1faf05a196717/safe_transaction_service/history/models.py#L1536,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/b89b69544f9aa5c647887097a9e1faf05a196717/safe_transaction_service/history/serializers.py#L179,TODO Make signature mandatory,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/b89b69544f9aa5c647887097a9e1faf05a196717/safe_transaction_service/history/serializers.py#L301,TODO Make signature mandatory. len(signature_owners) must be >= 1,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/b6420914d68a3f434f6f67bb7aaf282aa6084f2d/safe_transaction_service/history/models.py#L1539,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7337a0f85f35fa9160cfe8bf965986152725b1f7/safe_transaction_service/history/migrations/0099_alter_ethereumtx__from_alter_ethereumtx_status_and_more.py#L34-L36,"Fix index naming: swap the names to match their conditions
 history_decoded_processed_idx has processed=False (should be ""not_proc"")
 history_decoded_not_proc_idx has processed=True (should be ""processed"")",Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7337a0f85f35fa9160cfe8bf965986152725b1f7/safe_transaction_service/history/models.py#L1539,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/d5710cd2a63d21779a0e59a9ad18207d358d1f63/safe_transaction_service/tokens/tests/test_models.py#L119,Repeating the command will not fix token again,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/indexers/tx_processor.py#L183,"TODO Refactor this function to `Safe` in safe-eth-py, it doesn't belong here",Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/indexers/tx_processor.py#L558,TODO Ban address if it doesn't have a valid master copy,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/indexers/tx_processor.py#L623,TODO Add test with previous traces for processing a module transaction,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/models.py#L1539,TODO Use MultiSend.MULTISEND_ADDRESSES + MultiSend MULTISEND_CALL_ONLY_ADDRESSES,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/serializers.py#L179,TODO Make signature mandatory,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/serializers.py#L303,TODO Make signature mandatory. len(signature_owners) must be >= 1,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/tests/test_commands.py#L686,Fix confirmation signature,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/tests/test_commands.py#L702,Fix safeTxHash too,Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/tests/test_safe_events_indexer.py#L891-L893,"TODO get singleton address when setup and creation are not indexed together
 self.assertEqual(InternalTx.objects.filter(contract_address=None, to=self.safe_contract.address).count(), 1)
 ProxyCreation first and SafeSetup later indexed together",Python,SATD
https://github.com/gnosis/safe-transaction-service/blob/7e4af798a8fdd74614a447ba6d7d4b44edd82bdc/safe_transaction_service/history/tests/test_views_v2.py#L433-L434,"TODO: Now that we have TestViewsV2V141 and TestViewsV2V150, should be create TestViewsV2V130?
 Downside: This will increase the number of tests.",Python,SATD
https://github.com/gs1/GS1_DigitalLink_Resolver_CE/blob/7f6d26ab50c549f82c23a5fcc1d853fb6ad55a20/web_server/src/web_logic.py#L208,Continue if the inner loop wasn't broken.,Python,SATD
https://github.com/gs1/GS1_DigitalLink_Resolver_CE/blob/7f6d26ab50c549f82c23a5fcc1d853fb6ad55a20/web_server/src/web_logic.py#L209,Break the outer loop if the inner one was broken,Python,SATD
https://github.com/hobbit-project/platform/blob/223f67150afbd4b32cbde6ff512ff337e5e869f8/platform-controller/src/main/java/org/hobbit/controller/PlatformController.java#L447-L448,"FIXME use the session id to make sure that only containers of this session
 are observed",Java,SATD
https://github.com/hobbit-project/platform/blob/223f67150afbd4b32cbde6ff512ff337e5e869f8/platform-controller/src/main/java/org/hobbit/controller/PlatformController.java#L732-L733,"TODO get maximum hardware constraints from the UI
 TODO deserialize hardware constraint map",Java,SATD
https://github.com/hobbit-project/platform/blob/223f67150afbd4b32cbde6ff512ff337e5e869f8/platform-controller/src/main/java/org/hobbit/controller/PlatformController.java#L856-L857,"TODO Read maximum hardware constraints from the benchmarking task data
 iterate participating system instances",Java,SATD
https://github.com/hobbit-project/platform/blob/223f67150afbd4b32cbde6ff512ff337e5e869f8/platform-controller/src/main/java/org/hobbit/controller/PlatformController.java#L1249,FIXME should be something different :/,Java,SATD
https://github.com/hobbit-project/platform/blob/4199dd0cc39ff58eca9555fabee7c748970141a5/platform-controller/src/main/java/org/hobbit/controller/ExperimentManager.java#L337,FIXME,Java,SATD
